Grupo de anuncios;Audiencia: Edad;Audiencia: País;Audiencia: Tipo de dispositivo;Audiencia: Género;Campaña: Tipo de canal publicitario;Campaña: Nombre de campaña;? Conversiones: Valor total de conversiones;Conversiones: Categoría de acción de conversión;Conversiones: Nombre de acción de conversión;? Conversiones: Valor de conversiones;? Coste: Importe gastado;Dimensión: Fecha;Dimensión: Fuente;? Rendimiento: Total de conversiones;? Rendimiento: Clics;? Rendimiento: Conversiones;? Rendimiento: Impresiones;? Vídeo: Visualizaciones;CPC Coste por clic;CPV Coste por visualización
Segmento Interesados;35-44;España;Móvil;Femenino;Social;Promo Verano;2033.71;Formulario;Formulario Contacto;1048.63;558.35;2021-10-24;Facebook;97;37823;73;336574;14402;0.0148;0.0388
Segmento Interesados;18-24;México;Ordenador;Femenino;Social;Nuevos Clientes;2222.53;Registro;Compra Online;1253.28;495.67;2021-05-23;Google;138;38431;56;237534;8734;0.0129;0.0568
Campaña de Remarketing;45-54;España;Ordenador;Femenino;Video;Promo Verano;1488.22;Registro;Suscripción Newsletter;956.06;403.34;2021-08-11;Facebook;96;38681;121;233149;10076;0.0104;0.04
Campaña de Remarketing;25-34;México;Ordenador;Otro;Display;Nuevos Clientes;2385.9;Compra;Compra Online;954.36;643.12;2021-07-04;Google;145;28004;48;185975;9792;0.023;0.0657
Leads Potenciales;25-34;España;Móvil;Masculino;Display;Promo Verano;1386.96;Formulario;Descarga App;679.9;403.13;2021-03-09;Instagram;131;22911;88;270360;11904;0.0176;0.0339
Campaña de Remarketing;45-54;Argentina;Ordenador;Masculino;Social;Black Friday;2118.08;Descarga;Descarga App;792.12;617.69;2021-01-26;Google;82;21152;129;368985;13029;0.0292;0.0474
Segmento Interesados;45-54;Colombia;Tablet;Otro;Video;Nuevos Clientes;2197.64;Compra;Formulario Contacto;1267.47;521.28;2021-10-01;YouTube;86;23270;45;200877;12868;0.0224;0.0405
Segmento Interesados;25-34;Colombia;Móvil;Femenino;Búsqueda;Black Friday;1523.67;Formulario;Descarga App;1180.34;534.1;2021-11-21;Facebook;66;20988;123;200345;13926;0.0254;0.0384
Segmento Interesados;45-54;México;Tablet;Masculino;Video;Black Friday;1771.84;Formulario;Suscripción Newsletter;1023.1;516.43;2021-07-17;YouTube;150;38064;65;157966;10713;0.0136;0.0482
Campaña de Remarketing;45-54;Colombia;Móvil;Masculino;Display;Nuevos Clientes;1402.93;Descarga;Suscripción Newsletter;803.14;584.71;2021-08-24;Instagram;142;37382;72;303254;6633;0.0156;0.0882
Leads Potenciales;25-34;Colombia;Tablet;Otro;Video;Reactivación;2112.93;Descarga;Formulario Contacto;742.39;427.38;2021-09-15;Instagram;126;23514;84;234654;15058;0.0182;0.0284
Campaña de Remarketing;18-24;Argentina;Tablet;Femenino;Video;Reactivación;1645.68;Descarga;Formulario Contacto;922.9;472.28;2021-01-15;Facebook;111;36295;114;355618;10008;0.013;0.0472
Campaña de Remarketing;35-44;Argentina;Móvil;Femenino;Video;Nuevos Clientes;1903.43;Descarga;Suscripción Newsletter;805.19;581;2021-06-24;Instagram;133;35980;101;269813;11278;0.0161;0.0515
Segmento Interesados;35-44;Colombia;Tablet;Otro;Display;Promo Verano;2182.3;Descarga;Suscripción Newsletter;1210.99;348.69;2021-04-14;YouTube;149;37841;77;368341;11747;0.0092;0.0297
Clientes Frecuentes;45-54;España;Tablet;Femenino;Video;Nuevos Clientes;1415.03;Registro;Suscripción Newsletter;810.77;475.97;2021-08-23;YouTube;103;35065;123;153613;9709;0.0136;0.049
Segmento Interesados;18-24;México;Ordenador;Femenino;Búsqueda;Promo Verano;1444.07;Formulario;Compra Online;696.86;330.16;2021-06-15;YouTube;115;21975;83;249589;10890;0.015;0.0303
Clientes Frecuentes;45-54;Colombia;Ordenador;Otro;Social;Black Friday;2245.76;Formulario;Descarga App;795.09;364.46;2021-07-11;YouTube;113;31476;110;161448;10218;0.0116;0.0357
Campaña de Remarketing;18-24;Argentina;Ordenador;Otro;Video;Black Friday;2248.59;Formulario;Compra Online;661.6;347.6;2021-02-03;Instagram;109;28865;43;290990;13071;0.012;0.0266
Clientes Frecuentes;18-24;México;Ordenador;Femenino;Social;Nuevos Clientes;1426.93;Formulario;Suscripción Newsletter;1005.45;423.96;2021-07-04;Facebook;97;24999;68;260238;11187;0.017;0.0379
Clientes Frecuentes;18-24;México;Tablet;Masculino;Video;Reactivación;1908.33;Descarga;Descarga App;1039.18;643.66;2021-07-27;Facebook;79;24651;59;153780;10873;0.0261;0.0592
Clientes Frecuentes;45-54;España;Móvil;Masculino;Video;Reactivación;2466.58;Registro;Formulario Contacto;693.76;572.96;2021-11-14;Facebook;149;35748;74;164818;8085;0.016;0.0709
Clientes Frecuentes;25-34;España;Móvil;Femenino;Display;Reactivación;1778.33;Descarga;Suscripción Newsletter;763.69;420.23;2021-08-15;Facebook;96;28493;122;353457;14162;0.0147;0.0297
Clientes Frecuentes;45-54;Argentina;Móvil;Masculino;Video;Reactivación;2442.7;Registro;Suscripción Newsletter;730.2;381.02;2021-11-01;YouTube;70;29091;51;134843;7032;0.0131;0.0542
Clientes Frecuentes;25-34;México;Móvil;Otro;Social;Promo Verano;1725.89;Compra;Descarga App;1237.14;610.66;2021-12-04;Facebook;114;24544;82;304884;13928;0.0249;0.0438
Clientes Frecuentes;45-54;Colombia;Ordenador;Femenino;Video;Nuevos Clientes;2597.54;Registro;Suscripción Newsletter;863.75;443.03;2021-07-07;YouTube;121;28746;79;374046;11361;0.0154;0.039
Segmento Interesados;18-24;Argentina;Móvil;Femenino;Social;Promo Verano;2547.06;Compra;Suscripción Newsletter;1091.36;334.11;2021-06-13;Google;139;26774;44;348932;13417;0.0125;0.0249
Campaña de Remarketing;25-34;Colombia;Móvil;Otro;Video;Black Friday;2565.49;Descarga;Suscripción Newsletter;1277.79;414.54;2021-02-14;YouTube;144;25916;99;274190;12072;0.016;0.0343
Leads Potenciales;18-24;España;Móvil;Otro;Social;Reactivación;1756.23;Compra;Suscripción Newsletter;876.52;383.18;2021-07-11;Google;126;27787;105;281964;11086;0.0138;0.0346
Segmento Interesados;25-34;México;Móvil;Otro;Display;Nuevos Clientes;1325.48;Descarga;Formulario Contacto;1140.9;619.22;2021-03-24;Instagram;77;27306;88;132874;6674;0.0227;0.0928
Segmento Interesados;45-54;México;Tablet;Femenino;Búsqueda;Promo Verano;2313.11;Descarga;Descarga App;897.22;415.04;2021-10-15;Facebook;88;23888;57;313740;6577;0.0174;0.0631
Segmento Interesados;25-34;México;Ordenador;Otro;Social;Black Friday;2034.8;Compra;Compra Online;1068.29;438.43;2021-05-05;Google;94;19777;118;310020;12023;0.0222;0.0365
Clientes Frecuentes;18-24;México;Ordenador;Otro;Búsqueda;Black Friday;1607.93;Registro;Compra Online;809.45;395.21;2021-11-09;Facebook;72;26385;45;366815;7450;0.015;0.053
Segmento Interesados;18-24;España;Ordenador;Masculino;Display;Black Friday;2553.25;Formulario;Formulario Contacto;793.84;617.48;2021-05-04;Google;106;35470;120;135767;15599;0.0174;0.0396
Segmento Interesados;35-44;México;Ordenador;Femenino;Display;Nuevos Clientes;2222.32;Registro;Formulario Contacto;1077.62;554.55;2021-03-08;Google;95;37853;116;346475;7735;0.0147;0.0717
Clientes Frecuentes;45-54;Argentina;Tablet;Femenino;Display;Promo Verano;1890.22;Registro;Suscripción Newsletter;1178.94;441.57;2021-03-27;Google;81;32974;91;161568;9163;0.0134;0.0482
Segmento Interesados;18-24;España;Tablet;Femenino;Búsqueda;Promo Verano;1501.92;Registro;Compra Online;1013.71;508.03;2021-05-02;Facebook;101;22047;98;355892;15200;0.023;0.0334
Leads Potenciales;45-54;Argentina;Ordenador;Femenino;Social;Black Friday;1490.32;Formulario;Compra Online;1172.1;507.22;2021-06-07;Facebook;81;21745;55;388513;7601;0.0233;0.0667
Segmento Interesados;18-24;Colombia;Tablet;Otro;Búsqueda;Promo Verano;1721.82;Descarga;Formulario Contacto;1148.55;417.4;2021-06-06;Instagram;145;34833;50;266508;11313;0.012;0.0369
Segmento Interesados;25-34;Colombia;Móvil;Masculino;Display;Reactivación;1487.85;Registro;Suscripción Newsletter;727.27;445.72;2021-11-27;Facebook;154;21100;51;185349;10204;0.0211;0.0437
Clientes Frecuentes;45-54;Colombia;Móvil;Otro;Display;Nuevos Clientes;1434.05;Descarga;Formulario Contacto;1088.01;471.02;2021-01-21;Facebook;89;31312;57;348383;13464;0.015;0.035
Clientes Frecuentes;45-54;Colombia;Ordenador;Femenino;Video;Nuevos Clientes;1849.45;Registro;Formulario Contacto;1016.16;537.06;2021-12-06;Google;105;22485;129;292080;14700;0.0239;0.0365
Segmento Interesados;18-24;México;Ordenador;Otro;Display;Nuevos Clientes;1358.84;Descarga;Compra Online;958.32;606.41;2021-01-13;Instagram;71;22300;125;326266;14144;0.0272;0.0429
Clientes Frecuentes;45-54;Colombia;Tablet;Otro;Video;Promo Verano;1897.21;Descarga;Descarga App;1018.39;532.06;2021-06-08;Instagram;91;27965;73;385951;10252;0.019;0.0519
Leads Potenciales;45-54;Colombia;Tablet;Otro;Display;Reactivación;2163.62;Registro;Descarga App;927.83;426.65;2021-07-21;Instagram;120;36406;57;236353;7861;0.0117;0.0543
Clientes Frecuentes;25-34;España;Móvil;Otro;Búsqueda;Reactivación;2129.34;Registro;Suscripción Newsletter;934.76;506.74;2021-07-06;YouTube;125;35532;51;236220;12895;0.0143;0.0393
Campaña de Remarketing;45-54;España;Tablet;Otro;Búsqueda;Reactivación;1867.88;Registro;Formulario Contacto;996.04;524.15;2021-06-04;YouTube;103;35959;89;154629;7517;0.0146;0.0697
Campaña de Remarketing;25-34;Colombia;Tablet;Masculino;Búsqueda;Promo Verano;1665.21;Compra;Compra Online;680.44;380.66;2021-06-26;Instagram;148;24231;42;366142;8283;0.0157;0.046
Campaña de Remarketing;45-54;Argentina;Móvil;Femenino;Display;Nuevos Clientes;1648.26;Formulario;Formulario Contacto;959.07;350.34;2021-07-06;Facebook;109;20089;110;256229;14590;0.0174;0.024
Segmento Interesados;35-44;Argentina;Móvil;Femenino;Social;Nuevos Clientes;2123.02;Registro;Formulario Contacto;1147.36;565.73;2021-09-25;YouTube;139;30022;70;224092;14864;0.0188;0.0381
Campaña de Remarketing;18-24;Colombia;Ordenador;Otro;Display;Nuevos Clientes;2145.96;Descarga;Descarga App;829.45;567.69;2021-09-20;Google;129;25040;68;205484;8161;0.0227;0.0696
Campaña de Remarketing;45-54;Colombia;Móvil;Otro;Display;Promo Verano;1702.73;Registro;Descarga App;811.63;448.08;2021-03-10;Google;118;23688;52;172593;7898;0.0189;0.0567
Segmento Interesados;25-34;México;Ordenador;Femenino;Video;Reactivación;1356.06;Descarga;Compra Online;728.67;470.25;2021-05-06;Facebook;152;37150;41;365138;12393;0.0127;0.0379
Campaña de Remarketing;18-24;México;Tablet;Otro;Display;Reactivación;1710.31;Compra;Compra Online;789.63;609.03;2021-01-16;Facebook;117;28229;104;195780;9879;0.0216;0.0616
Leads Potenciales;45-54;España;Móvil;Femenino;Display;Promo Verano;2449.31;Compra;Compra Online;1096.29;556.71;2021-04-19;Facebook;65;32485;89;314232;8076;0.0171;0.0689
Segmento Interesados;25-34;México;Tablet;Femenino;Display;Black Friday;2036.47;Compra;Suscripción Newsletter;1120.82;580.8;2021-08-19;YouTube;78;25282;62;198266;7171;0.023;0.081
Segmento Interesados;25-34;Colombia;Móvil;Otro;Búsqueda;Black Friday;1792.49;Registro;Compra Online;1185.87;331.25;2021-02-03;Instagram;147;32136;120;206178;9471;0.0103;0.035
Leads Potenciales;18-24;México;Móvil;Otro;Búsqueda;Nuevos Clientes;1554.54;Descarga;Compra Online;885.39;453.92;2021-04-25;Google;106;20222;95;362309;12849;0.0224;0.0353
Segmento Interesados;25-34;España;Móvil;Otro;Búsqueda;Reactivación;1380.06;Descarga;Suscripción Newsletter;755.82;647.76;2021-05-12;Instagram;106;31639;63;147669;10526;0.0205;0.0615
Leads Potenciales;25-34;Colombia;Móvil;Masculino;Búsqueda;Promo Verano;2133.42;Registro;Compra Online;733.72;474.72;2021-04-26;Instagram;69;29290;68;272592;10898;0.0162;0.0436
Leads Potenciales;45-54;España;Móvil;Otro;Video;Black Friday;2497.78;Formulario;Formulario Contacto;989.82;375.58;2021-02-27;Facebook;154;32636;99;340121;15201;0.0115;0.0247
Leads Potenciales;45-54;Colombia;Ordenador;Femenino;Display;Nuevos Clientes;1649.96;Formulario;Formulario Contacto;1106.54;450.61;2021-05-20;YouTube;124;30573;40;251122;8090;0.0147;0.0557
Leads Potenciales;25-34;Argentina;Tablet;Otro;Video;Black Friday;2511.09;Registro;Descarga App;1229.37;397.58;2021-05-19;Instagram;139;20905;125;222683;11109;0.019;0.0358
Leads Potenciales;18-24;México;Móvil;Otro;Display;Black Friday;1943.4;Registro;Formulario Contacto;738.64;637.32;2021-11-26;Facebook;123;27158;83;360311;14857;0.0235;0.0429
Campaña de Remarketing;25-34;España;Móvil;Masculino;Búsqueda;Nuevos Clientes;2463.73;Compra;Compra Online;1230.51;450.28;2021-02-05;Facebook;72;24581;61;163198;12174;0.0183;0.037
Leads Potenciales;18-24;España;Móvil;Femenino;Video;Black Friday;2323.68;Descarga;Compra Online;1014.48;597.95;2021-05-24;Facebook;115;37468;115;181315;10924;0.016;0.0547
Leads Potenciales;18-24;México;Tablet;Otro;Video;Promo Verano;2466.5;Registro;Formulario Contacto;1291.87;515.28;2021-01-10;Instagram;110;27525;103;296774;7190;0.0187;0.0717
Campaña de Remarketing;45-54;Argentina;Tablet;Otro;Display;Black Friday;2440.25;Formulario;Compra Online;1281.07;544.39;2021-09-20;Facebook;80;26465;78;263934;6808;0.0206;0.08
Leads Potenciales;25-34;México;Tablet;Masculino;Social;Nuevos Clientes;1328.22;Descarga;Formulario Contacto;960.19;644.93;2021-04-05;YouTube;104;25171;91;132850;9049;0.0256;0.0713
Leads Potenciales;18-24;México;Móvil;Otro;Video;Nuevos Clientes;1837.91;Formulario;Compra Online;682.97;427.35;2021-11-22;Facebook;72;30252;127;319833;7268;0.0141;0.0588
Leads Potenciales;25-34;Argentina;Tablet;Femenino;Social;Nuevos Clientes;2276.35;Descarga;Descarga App;760.2;364.94;2021-03-09;Facebook;67;32451;85;301016;11029;0.0112;0.0331
Clientes Frecuentes;35-44;España;Móvil;Femenino;Social;Black Friday;2217.28;Compra;Compra Online;720.85;402.44;2021-09-06;Google;135;20922;61;228707;7545;0.0192;0.0533
Clientes Frecuentes;18-24;Colombia;Ordenador;Femenino;Social;Black Friday;1764.57;Formulario;Compra Online;823.89;545.84;2021-08-17;Google;113;35728;108;362258;8749;0.0153;0.0624
Leads Potenciales;25-34;España;Ordenador;Femenino;Video;Black Friday;2500.14;Descarga;Compra Online;1294.87;611.01;2021-03-01;Instagram;120;31748;89;270984;14004;0.0192;0.0436
Leads Potenciales;18-24;México;Ordenador;Otro;Video;Black Friday;1838.19;Registro;Descarga App;688.58;480.36;2021-06-14;Google;87;21772;45;210520;13809;0.0221;0.0348
Clientes Frecuentes;18-24;México;Móvil;Otro;Social;Promo Verano;1518.93;Formulario;Formulario Contacto;1292.27;350.34;2021-10-03;Instagram;115;30377;90;328202;12710;0.0115;0.0276
Segmento Interesados;45-54;Argentina;Tablet;Masculino;Social;Reactivación;1452.95;Formulario;Suscripción Newsletter;1093.9;530.29;2021-11-28;YouTube;106;28110;114;277673;13400;0.0189;0.0396
Clientes Frecuentes;35-44;México;Móvil;Otro;Display;Promo Verano;1788.78;Compra;Formulario Contacto;766.01;645.34;2021-06-25;Facebook;133;19617;81;230233;11652;0.0329;0.0554
Campaña de Remarketing;25-34;México;Ordenador;Otro;Display;Promo Verano;1317.17;Registro;Descarga App;1036.86;595.88;2021-05-28;Facebook;117;32886;66;353743;14251;0.0181;0.0418
Segmento Interesados;25-34;Colombia;Móvil;Femenino;Búsqueda;Nuevos Clientes;1919.74;Registro;Formulario Contacto;791.05;600.2;2021-03-09;Instagram;139;24572;62;331270;8478;0.0244;0.0708
Campaña de Remarketing;45-54;México;Ordenador;Femenino;Display;Promo Verano;1345.4;Formulario;Suscripción Newsletter;712.29;564.94;2021-05-13;Google;119;29122;127;162439;9188;0.0194;0.0615
Leads Potenciales;18-24;Argentina;Móvil;Masculino;Video;Reactivación;1735.32;Compra;Formulario Contacto;833.08;618.78;2021-07-17;Google;93;19979;42;303383;12823;0.031;0.0483
Segmento Interesados;18-24;México;Ordenador;Otro;Social;Reactivación;2400.76;Formulario;Suscripción Newsletter;727.29;535.91;2021-06-23;Google;84;25400;71;239196;14978;0.0211;0.0358
Segmento Interesados;25-34;Argentina;Ordenador;Masculino;Social;Nuevos Clientes;1832.95;Registro;Descarga App;653.69;512.16;2021-11-09;Facebook;151;29905;68;304525;9274;0.0171;0.0552
Campaña de Remarketing;35-44;Argentina;Tablet;Femenino;Video;Promo Verano;2069.86;Compra;Formulario Contacto;1208.29;442.03;2021-01-06;Instagram;96;28977;102;383820;8359;0.0153;0.0529
Clientes Frecuentes;35-44;España;Tablet;Femenino;Búsqueda;Black Friday;2080.69;Formulario;Compra Online;1100.65;484.06;2021-03-07;Facebook;155;30154;118;217924;11254;0.0161;0.043
Leads Potenciales;45-54;Colombia;Móvil;Otro;Display;Promo Verano;1963.96;Compra;Compra Online;907.01;620.21;2021-01-07;Google;124;31331;122;377922;15200;0.0198;0.0408
Segmento Interesados;25-34;México;Tablet;Femenino;Display;Black Friday;2298.63;Compra;Formulario Contacto;661.2;374.46;2021-01-11;Facebook;94;22129;103;320478;8464;0.0169;0.0442
Clientes Frecuentes;25-34;México;Ordenador;Masculino;Social;Nuevos Clientes;1418.47;Formulario;Suscripción Newsletter;1070.44;506.64;2021-01-24;Instagram;74;23108;65;154073;15325;0.0219;0.0331
Campaña de Remarketing;18-24;Argentina;Tablet;Masculino;Display;Nuevos Clientes;2585.86;Formulario;Suscripción Newsletter;701.12;412.15;2021-01-01;Facebook;114;22185;74;271312;10964;0.0186;0.0376
Segmento Interesados;18-24;Colombia;Tablet;Masculino;Video;Black Friday;1821.52;Registro;Compra Online;1077.4;358.75;2021-02-06;YouTube;81;36546;105;317146;14033;0.0098;0.0256
Campaña de Remarketing;35-44;Argentina;Móvil;Masculino;Video;Nuevos Clientes;2532.94;Formulario;Suscripción Newsletter;1162.01;648.11;2021-12-21;YouTube;73;31215;99;269088;9749;0.0208;0.0665
Leads Potenciales;25-34;España;Ordenador;Masculino;Video;Promo Verano;1825.62;Compra;Descarga App;1228.42;449.93;2021-05-07;YouTube;111;32372;71;183090;9748;0.0139;0.0462
Leads Potenciales;35-44;Colombia;Móvil;Femenino;Social;Promo Verano;1576.16;Registro;Suscripción Newsletter;1091.96;331.14;2021-06-15;Google;143;24250;126;331752;13102;0.0137;0.0253
Leads Potenciales;35-44;España;Ordenador;Masculino;Búsqueda;Promo Verano;1352.14;Formulario;Formulario Contacto;805.94;464.75;2021-05-14;Google;70;26603;70;317748;8751;0.0175;0.0531
Segmento Interesados;45-54;México;Móvil;Otro;Búsqueda;Reactivación;2007.3;Compra;Compra Online;1112.77;476.1;2021-02-18;YouTube;152;23604;113;134194;12351;0.0202;0.0385
Campaña de Remarketing;25-34;Colombia;Móvil;Femenino;Display;Nuevos Clientes;2386.22;Compra;Descarga App;1151.76;440.82;2021-02-12;Facebook;136;24464;126;283973;14872;0.018;0.0296
Segmento Interesados;25-34;Argentina;Ordenador;Femenino;Social;Reactivación;1875.46;Registro;Formulario Contacto;1215.13;393.12;2021-11-01;Facebook;91;26388;97;222564;14833;0.0149;0.0265
Segmento Interesados;25-34;México;Ordenador;Femenino;Social;Promo Verano;2120.92;Compra;Formulario Contacto;1128.07;639.75;2021-03-10;Google;107;36906;101;261430;9511;0.0173;0.0673
Leads Potenciales;35-44;España;Móvil;Masculino;Búsqueda;Promo Verano;1507.05;Registro;Suscripción Newsletter;735.34;474.72;2021-04-14;Google;82;23284;94;190502;12010;0.0204;0.0395
Campaña de Remarketing;45-54;Argentina;Tablet;Femenino;Display;Nuevos Clientes;1506.67;Registro;Compra Online;690.56;635.62;2021-11-26;Facebook;127;21298;94;333778;7743;0.0298;0.0821
Campaña de Remarketing;35-44;Colombia;Ordenador;Femenino;Social;Black Friday;1500.66;Compra;Formulario Contacto;931.23;381.24;2021-12-05;Google;84;21071;78;324309;8770;0.0181;0.0435
Clientes Frecuentes;45-54;Colombia;Móvil;Femenino;Social;Promo Verano;2254.69;Registro;Descarga App;705.18;457.01;2021-06-09;Facebook;145;25332;108;175037;12799;0.018;0.0357
Campaña de Remarketing;45-54;México;Tablet;Masculino;Búsqueda;Nuevos Clientes;1683.06;Formulario;Descarga App;1057.04;630.75;2021-09-28;Facebook;96;33856;90;306183;8023;0.0186;0.0786
Segmento Interesados;18-24;Colombia;Móvil;Femenino;Display;Nuevos Clientes;1556.88;Descarga;Compra Online;727.6;431.4;2021-02-17;Facebook;95;33272;108;366795;12911;0.013;0.0334
Segmento Interesados;18-24;México;Móvil;Femenino;Display;Reactivación;1316.2;Descarga;Compra Online;1257.46;351.62;2021-08-09;YouTube;153;27022;66;299256;9570;0.013;0.0367
Leads Potenciales;45-54;Argentina;Tablet;Femenino;Social;Nuevos Clientes;2024.05;Descarga;Suscripción Newsletter;719.35;486.3;2021-01-04;Instagram;87;21767;52;232660;12822;0.0223;0.0379
Segmento Interesados;45-54;Colombia;Tablet;Femenino;Social;Black Friday;2591.94;Formulario;Formulario Contacto;685.86;520.91;2021-06-24;Facebook;141;22021;41;299654;7263;0.0237;0.0717
Leads Potenciales;45-54;Argentina;Móvil;Femenino;Social;Black Friday;1493.46;Descarga;Suscripción Newsletter;746.85;513.11;2021-09-26;Facebook;96;26718;110;213923;14070;0.0192;0.0365
Segmento Interesados;18-24;España;Móvil;Masculino;Búsqueda;Promo Verano;1532.73;Descarga;Suscripción Newsletter;666.41;465.06;2021-02-22;Facebook;66;21681;93;148575;8173;0.0215;0.0569
